luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
826.0,108.3,78.8,189.5,6.16,1.2,38.9,40.6,66.07,Healthy
1007.8,251.3,78.3,187.3,9.15,2.76,17.18,39.13,43.55,Moderate
1076.3,40.2,130.6,282.7,8.87,3.09,65.01,25.02,57.54,Moderate
929.8,20.8,91.0,28.9,3.9,2.52,22.2,16.97,34.83,Poor
1089.2,137.6,99.5,95.9,3.86,0.82,78.42,31.59,51.88,Moderate
568.3,108.0,87.2,78.6,4.71,2.05,77.04,10.66,47.62,Moderate
1141.3,52.8,102.0,205.0,4.95,2.89,13.52,11.74,46.55,Moderate
1190.4,245.9,40.0,221.0,4.54,0.8,76.88,14.34,61.16,Moderate
772.8,222.4,3.1,75.2,4.56,2.87,81.51,41.05,40.31,Moderate
434.0,232.5,23.1,143.5,5.4,2.27,70.79,16.29,59.04,Moderate
980.8,170.2,35.4,40.9,8.97,0.95,19.31,17.1,41.91,Moderate
9.8,155.0,83.2,286.4,8.19,0.82,33.14,43.53,49.98,Moderate
1172.9,73.4,70.3,110.1,3.91,0.86,76.34,29.94,49.52,Moderate
830.3,249.9,59.9,124.8,4.61,0.96,81.2,9.64,55.11,Moderate
139.8,7.3,23.2,25.9,7.67,0.82,12.77,13.95,35.79,Poor
110.7,165.8,42.7,10.3,7.21,3.8,9.72,26.8,41.58,Moderate
634.0,19.7,53.2,123.7,8.36,0.63,15.88,27.89,41.89,Moderate
811.3,243.3,5.1,46.2,7.52,0.77,41.51,27.46,60.95,Moderate
980.0,57.9,61.9,45.5,8.06,3.52,63.22,24.56,50.9,Moderate
1190.0,272.7,99.6,208.7,3.92,1.94,6.06,31.21,52.33,Moderate
828.9,252.5,12.9,34.5,6.54,3.05,32.02,17.84,60.99,Moderate
1040.2,31.4,101.1,234.5,3.64,3.55,28.16,43.11,35.1,Poor
316.2,103.0,3.9,147.9,5.04,2.08,76.61,18.8,48.88,Moderate
991.7,138.9,48.5,211.0,5.65,3.44,47.71,14.04,58.89,Moderate
990.6,211.7,29.3,118.3,8.51,2.65,94.25,25.15,49.45,Moderate
92.2,182.7,119.4,223.3,8.12,1.26,87.66,35.2,57.91,Moderate
1171.9,271.9,133.6,227.9,6.94,1.52,76.75,7.42,79.47,Healthy
478.7,129.3,1.9,178.1,5.19,3.66,85.23,43.71,37.92,Poor
476.7,169.3,120.6,41.1,8.1,0.87,47.89,6.17,53.55,Moderate
129.7,190.7,73.2,2.7,3.66,1.98,89.92,15.97,38.2,Poor
58.3,117.8,35.0,64.9,4.79,0.12,75.0,18.51,44.5,Moderate
641.4,137.5,39.9,208.8,7.66,2.21,62.94,31.04,61.65,Moderate
292.1,93.8,102.5,252.2,6.46,0.57,84.14,18.0,70.15,Healthy
650.1,193.9,96.0,165.1,5.53,1.1,34.42,39.81,62.34,Moderate
253.9,215.4,125.2,286.4,8.19,3.86,90.5,25.78,56.37,Moderate
198.1,210.3,60.0,162.8,8.95,2.19,50.48,20.86,50.73,Moderate
675.1,177.8,20.4,72.2,3.6,1.03,26.89,15.21,41.14,Moderate
436.9,87.1,59.0,239.9,6.6,2.95,92.77,15.63,59.09,Moderate
471.5,137.5,12.4,11.6,4.87,1.83,37.1,11.75,42.07,Moderate
530.7,111.9,17.1,107.5,5.31,2.05,15.31,36.05,42.76,Moderate
303.7,22.3,61.5,163.2,7.74,2.85,70.38,40.67,44.81,Moderate
87.2,150.9,16.6,92.1,9.0,3.44,86.6,8.05,26.3,Poor
619.7,46.6,104.8,6.6,5.5,1.36,63.65,20.16,61.67,Moderate
420.8,72.3,103.8,150.2,4.98,2.03,28.76,38.97,46.95,Moderate
934.6,236.8,32.4,135.6,9.43,3.23,23.45,40.09,36.6,Poor
812.0,176.9,44.1,297.6,8.59,1.42,43.16,21.96,61.77,Moderate
10.6,277.9,119.2,27.8,9.23,2.57,17.8,24.86,43.4,Moderate
179.8,61.8,73.2,240.0,6.33,1.07,16.69,8.96,57.45,Moderate
1028.7,270.5,62.3,261.7,4.75,3.19,26.55,19.71,58.18,Moderate
943.3,15.5,81.3,251.3,7.29,0.09,78.47,12.75,59.91,Moderate
35.3,200.5,80.3,121.9,9.01,1.44,55.55,7.79,46.82,Moderate
494.2,194.1,36.3,267.5,8.14,0.08,30.58,26.11,56.14,Moderate
302.3,76.2,122.0,288.4,8.38,0.14,69.27,11.91,54.8,Moderate
584.4,159.7,99.8,172.9,8.76,0.5,80.45,28.76,53.75,Moderate
426.5,79.8,104.8,128.3,5.48,0.55,12.86,34.68,50.01,Moderate
836.0,235.9,97.7,106.1,6.11,1.9,20.68,5.31,61.56,Moderate
14.4,116.2,130.2,266.7,8.83,2.87,11.22,44.71,34.43,Poor
245.6,85.7,81.2,234.9,7.68,1.28,22.12,17.52,56.03,Moderate
141.1,114.6,29.8,68.4,4.47,1.11,73.1,29.24,46.38,Moderate
862.1,192.3,95.7,13.9,4.04,0.05,56.73,42.84,45.21,Moderate
150.5,199.4,39.7,196.8,6.19,3.81,73.6,14.58,58.43,Moderate
1027.7,244.7,108.9,282.0,5.31,1.13,69.99,39.13,74.11,Healthy
208.5,197.6,89.2,266.9,4.97,2.85,76.97,36.49,54.99,Moderate
1064.4,249.7,28.3,64.0,4.51,2.14,48.88,19.37,55.79,Moderate
486.5,137.7,139.1,37.4,4.75,3.67,43.55,18.03,48.23,Moderate
328.7,127.8,99.5,28.8,4.0,2.07,17.08,34.15,35.08,Poor
1181.5,234.0,121.1,288.0,9.26,2.7,53.52,28.78,64.31,Moderate
87.6,202.0,0.3,218.3,4.22,3.96,16.09,17.03,32.59,Poor
481.6,71.3,99.8,24.5,4.12,2.33,51.95,7.41,38.85,Poor
691.9,101.7,42.5,219.4,5.31,3.67,24.8,34.27,45.59,Moderate
923.5,144.5,76.5,195.5,5.52,2.84,27.43,45.0,51.25,Moderate
802.9,271.7,78.3,251.6,7.87,1.83,10.26,27.41,62.83,Moderate
1064.8,177.1,47.7,51.8,9.09,0.63,74.84,34.08,47.14,Moderate
665.9,8.6,135.6,226.5,5.94,2.29,59.46,29.58,69.95,Healthy
799.0,115.3,2.7,162.3,5.66,2.88,23.9,44.71,43.15,Moderate
994.7,181.0,50.5,19.0,5.34,3.03,67.18,10.34,52.82,Moderate
130.1,200.8,116.1,56.7,9.46,1.89,82.37,34.97,44.26,Moderate
1011.3,5.9,6.5,73.8,6.62,0.24,63.73,35.07,58.81,Moderate
500.3,199.8,106.9,225.4,9.14,0.9,8.4,37.02,45.21,Moderate
953.4,197.8,79.9,266.8,6.59,1.09,30.23,11.18,74.9,Healthy
834.3,121.9,101.2,162.2,8.69,3.74,21.37,21.39,43.63,Moderate
71.1,132.9,40.1,259.0,8.37,1.58,46.07,22.08,55.43,Moderate
474.2,189.6,12.6,179.4,4.46,0.41,97.81,15.86,44.07,Moderate
572.0,98.0,120.3,241.9,4.66,1.34,17.31,10.97,51.42,Moderate
223.1,273.0,55.6,297.5,4.85,0.87,83.6,20.56,63.92,Moderate
1142.4,71.6,24.1,277.9,9.21,0.89,5.94,41.42,37.09,Poor
910.7,279.7,64.6,232.6,5.05,3.04,73.12,14.08,62.4,Moderate
103.8,144.2,20.5,44.5,6.29,2.98,39.23,10.01,49.15,Moderate
849.7,56.0,106.4,172.4,9.4,0.25,79.27,38.62,43.97,Moderate
1055.7,111.8,129.4,122.5,9.08,0.78,50.81,14.22,54.58,Moderate
1191.5,36.3,74.6,106.5,5.9,3.09,76.68,14.24,56.85,Moderate
167.8,220.2,119.7,65.7,7.55,0.74,74.84,13.32,61.53,Moderate
42.4,226.8,100.4,247.4,7.9,2.86,9.95,26.73,53.14,Moderate
700.9,39.9,29.1,280.7,3.7,2.97,6.04,12.9,30.46,Poor
279.9,213.3,95.6,189.7,6.72,3.24,24.58,16.24,61.84,Moderate
478.3,214.5,11.5,108.0,6.42,2.19,90.74,15.78,60.82,Moderate
262.9,28.3,73.3,213.3,7.26,3.01,68.9,9.55,52.31,Moderate
1139.4,160.0,54.0,5.0,9.36,2.51,32.51,38.77,37.55,Poor
427.9,84.7,116.5,43.2,5.71,2.66,55.16,13.9,57.44,Moderate
744.9,44.1,40.5,97.0,7.78,2.52,46.88,30.91,49.97,Moderate
1189.0,168.7,73.1,108.8,4.73,2.9,17.35,44.68,41.47,Moderate
256.1,224.8,5.3,181.0,7.18,2.43,89.97,32.08,55.78,Moderate
621.5,61.0,29.6,208.0,3.64,0.66,60.23,19.97,49.66,Moderate
698.0,188.8,135.0,239.4,8.18,2.72,72.66,10.11,59.8,Moderate
14.0,122.1,122.8,220.9,6.64,2.55,76.37,21.13,69.52,Healthy
549.3,277.3,69.2,141.3,8.72,3.32,58.66,26.28,55.77,Moderate
295.9,156.7,50.2,184.7,8.84,0.0,54.08,12.41,46.05,Moderate
176.0,131.5,23.6,30.9,5.61,3.04,27.51,32.08,42.66,Moderate
353.9,160.4,138.0,68.4,7.12,2.46,90.28,16.56,60.04,Moderate
241.3,157.6,44.9,223.2,5.99,1.74,66.61,19.72,68.72,Healthy
89.4,16.3,68.7,9.4,4.4,3.41,6.46,10.86,20.04,Poor
968.0,131.0,28.6,201.4,4.83,2.97,20.6,34.43,44.59,Moderate
788.2,129.1,100.8,248.0,4.52,2.92,31.51,25.2,54.54,Moderate
321.5,59.9,137.2,127.8,5.85,3.19,58.96,6.34,56.36,Moderate
12.5,153.6,60.3,216.0,7.86,2.99,24.33,39.35,43.12,Moderate
185.1,86.7,129.4,134.2,8.11,3.55,63.4,12.91,48.96,Moderate
562.8,100.1,50.8,281.8,4.05,3.97,78.93,36.48,38.97,Poor
739.6,6.5,27.7,29.0,5.99,3.66,76.72,31.28,46.32,Moderate
438.9,265.9,15.0,85.7,8.01,3.26,71.57,21.74,52.86,Moderate
1153.6,233.9,35.7,148.1,4.78,3.84,26.74,22.62,51.42,Moderate
658.9,15.9,107.9,267.6,7.77,0.52,92.73,6.2,51.41,Moderate
398.1,122.3,128.6,26.4,4.65,2.17,88.14,34.61,45.95,Moderate
531.1,166.2,129.1,161.9,4.92,1.78,27.83,15.56,57.29,Moderate
52.1,229.4,71.1,185.7,6.52,1.58,74.46,7.31,68.27,Healthy
287.7,143.2,79.9,177.5,7.54,1.12,79.61,43.09,56.34,Moderate
198.5,260.5,41.7,262.5,5.65,2.11,60.32,12.07,67.29,Healthy
134.5,229.7,96.0,116.7,8.44,2.02,10.91,25.84,48.47,Moderate
54.0,92.4,43.4,186.6,5.79,0.0,32.87,37.1,49.79,Moderate
254.3,112.7,61.8,137.9,7.91,2.33,66.11,40.25,49.34,Moderate
511.2,52.2,16.2,101.4,9.41,0.95,58.43,32.22,42.86,Moderate
838.5,274.1,77.2,122.6,6.52,3.7,11.52,27.52,63.44,Moderate
766.6,11.9,116.0,36.8,6.63,0.89,25.15,10.24,57.78,Moderate
652.6,200.1,92.6,0.4,8.39,2.06,34.36,5.01,44.21,Moderate
1035.1,46.9,47.4,256.4,4.66,2.07,14.85,40.04,42.64,Moderate
37.4,51.6,41.2,106.1,6.29,3.85,13.62,19.99,44.04,Moderate
65.8,209.3,91.6,27.2,5.27,2.27,58.79,12.59,55.99,Moderate
481.4,219.6,52.3,263.1,5.52,2.3,67.48,34.59,65.22,Healthy
711.7,233.3,80.7,159.7,3.99,1.73,66.4,8.07,52.53,Moderate
9.3,3.2,43.6,284.4,7.08,0.82,20.15,38.42,49.68,Moderate
1149.9,156.4,100.2,234.4,9.11,1.46,50.61,41.47,55.66,Moderate
121.7,118.3,21.5,177.3,4.75,0.56,75.9,16.18,47.8,Moderate
423.6,269.3,5.9,261.5,8.66,3.23,8.85,7.09,35.98,Poor
1190.4,59.7,122.2,21.9,9.07,1.98,53.56,18.95,50.86,Moderate
185.4,125.7,75.7,116.6,4.14,2.76,88.36,44.27,32.37,Poor
1086.1,220.9,103.7,216.2,7.4,3.67,97.5,28.68,62.28,Moderate
996.2,264.1,60.1,147.1,4.06,0.44,56.56,6.92,53.62,Moderate
771.9,151.8,125.9,200.2,4.29,2.67,64.99,14.2,56.09,Moderate
815.5,236.3,129.7,58.7,4.59,1.43,86.36,25.32,62.1,Moderate
594.4,201.8,19.0,128.8,4.4,0.46,31.46,31.51,46.37,Moderate
720.0,155.4,96.3,210.3,9.48,3.26,83.66,40.26,41.63,Moderate
844.7,177.3,79.9,121.4,6.79,3.87,38.42,18.75,62.73,Moderate
106.9,39.5,6.9,65.1,6.03,2.08,42.66,15.96,49.39,Moderate
123.9,192.9,78.0,4.0,5.03,3.18,42.86,6.7,41.52,Moderate
649.3,21.1,85.6,272.1,5.04,3.22,56.32,14.44,54.02,Moderate
509.8,91.2,39.3,262.6,3.68,1.62,59.93,37.46,48.71,Moderate
888.2,232.0,127.6,10.4,8.47,2.77,47.48,18.62,56.12,Moderate
518.6,156.1,95.8,191.3,8.99,1.39,65.81,24.48,59.07,Moderate
170.0,275.2,10.9,42.9,7.21,0.06,62.69,23.17,63.28,Moderate
1031.3,182.2,127.1,53.7,8.59,2.7,63.32,16.51,56.77,Moderate
487.5,109.3,12.0,180.2,5.57,0.18,41.34,39.27,50.73,Moderate
342.8,38.9,137.3,120.3,6.32,1.17,71.23,40.61,65.4,Healthy
384.2,253.9,18.9,234.7,7.62,0.52,80.02,43.29,55.98,Moderate
101.8,212.4,54.2,230.6,6.74,1.74,76.42,17.34,69.93,Healthy
626.5,75.6,131.8,262.8,7.07,2.53,78.11,21.52,69.72,Healthy
780.6,35.0,51.7,47.2,6.49,1.96,68.59,6.79,58.52,Moderate
75.5,101.9,130.9,285.6,4.74,2.87,18.72,10.92,45.39,Moderate
215.2,56.9,21.2,248.3,5.84,0.14,53.45,34.8,56.86,Moderate
627.0,173.4,84.0,263.6,6.22,0.43,93.89,7.26,64.69,Moderate
927.3,2.3,50.4,219.6,4.87,0.8,13.15,33.76,45.33,Moderate
618.0,104.0,57.9,98.8,9.26,2.49,31.8,10.98,35.83,Poor
179.3,203.2,99.6,2.0,4.01,0.59,86.67,15.83,42.41,Moderate
309.8,208.4,101.6,237.8,5.16,2.79,79.29,16.24,59.67,Moderate
37.2,252.9,129.7,145.6,4.83,2.78,79.43,12.87,54.18,Moderate
1011.4,130.4,116.8,177.5,6.76,2.76,33.25,35.25,66.24,Healthy
116.0,32.1,130.3,44.2,4.06,1.97,92.45,39.62,33.09,Poor
1081.4,144.8,70.3,195.9,9.26,3.22,57.72,11.02,48.11,Moderate
372.9,272.6,48.1,138.9,8.13,3.02,45.48,13.68,52.17,Moderate
399.0,141.1,63.2,84.7,9.16,1.39,16.86,13.53,37.91,Poor
842.7,140.6,133.0,43.1,7.99,3.97,81.63,10.96,48.02,Moderate
373.0,209.4,18.0,96.6,5.46,0.27,48.33,26.06,59.31,Moderate
668.5,52.2,3.5,13.8,5.0,1.35,26.43,34.45,40.53,Moderate
224.0,269.4,22.2,296.1,6.15,1.89,40.31,20.15,72.08,Healthy
53.1,36.0,76.4,148.5,5.43,2.79,51.55,8.16,46.9,Moderate
798.2,15.6,66.2,62.3,7.6,3.29,71.66,20.6,50.32,Moderate
431.9,53.1,52.0,225.0,4.32,0.51,66.07,6.38,44.51,Moderate
1009.7,199.3,131.7,77.1,9.23,0.88,64.11,9.87,56.2,Moderate
966.3,22.9,129.1,106.6,7.05,3.47,40.52,17.24,58.36,Moderate
849.4,87.3,130.4,64.1,7.07,2.45,49.53,37.43,61.88,Moderate
820.2,101.5,31.8,72.9,5.16,2.32,46.94,29.89,52.29,Moderate
1010.4,130.9,12.9,225.0,7.98,3.17,33.14,16.78,49.95,Moderate
719.7,139.0,103.4,162.8,5.64,2.21,43.44,7.75,60.19,Moderate
636.8,141.8,117.3,142.8,5.92,3.79,97.63,37.36,52.91,Moderate
157.0,102.6,82.7,149.7,5.03,1.83,95.92,13.78,47.36,Moderate
153.1,252.8,81.7,13.5,9.02,0.86,19.9,12.45,39.61,Poor
1045.1,90.0,77.9,278.8,6.13,1.16,24.23,9.71,66.82,Healthy
374.6,263.7,103.3,270.9,4.81,1.59,48.09,23.39,70.62,Healthy
867.7,139.0,0.9,5.4,5.92,1.64,97.82,35.49,50.53,Moderate
482.7,1.0,135.4,113.3,7.8,0.65,97.3,39.1,46.87,Moderate
144.2,270.8,110.2,193.5,4.26,2.32,91.3,39.35,47.82,Moderate
604.1,242.3,75.2,144.2,8.24,3.05,17.43,15.46,47.56,Moderate
948.5,167.6,27.7,3.3,5.3,3.12,64.88,44.93,46.14,Moderate
517.1,46.5,106.5,270.0,5.91,3.87,8.02,15.93,50.51,Moderate
422.8,64.9,25.4,75.7,8.98,0.82,36.62,37.45,34.53,Poor
332.5,245.9,78.7,33.7,6.63,1.24,85.0,22.32,71.39,Healthy
117.7,270.7,25.4,8.7,5.83,0.94,56.83,8.53,59.37,Moderate
908.6,5.3,78.3,217.8,4.85,1.51,63.21,26.16,61.57,Moderate
99.8,115.0,47.3,104.9,5.67,3.94,56.38,30.02,51.41,Moderate
446.7,261.0,23.4,186.8,6.5,3.02,90.69,13.34,62.3,Moderate
1023.8,54.2,96.5,100.9,6.48,1.96,47.89,25.79,72.42,Healthy
571.5,102.5,29.3,236.5,6.05,0.83,77.13,8.57,61.22,Moderate
308.2,166.8,81.9,66.0,8.38,2.22,94.27,31.09,45.0,Moderate
959.3,50.2,110.1,256.5,4.65,2.43,6.21,37.46,44.39,Moderate
1019.4,32.2,121.2,9.9,3.95,0.9,14.88,17.32,39.93,Poor
1160.4,86.2,25.7,59.6,9.33,2.0,19.53,7.98,32.65,Poor
1191.4,169.0,12.2,259.2,6.65,1.58,79.42,20.38,75.46,Healthy
983.1,230.5,115.6,211.2,3.61,3.36,96.21,31.35,48.87,Moderate
684.8,25.1,137.4,144.4,6.68,3.69,40.47,29.52,61.39,Moderate
686.8,129.3,32.4,135.6,9.37,2.34,41.68,6.8,37.74,Poor
217.5,54.2,25.4,91.7,7.55,0.23,52.33,20.48,51.99,Moderate
679.1,274.7,125.4,273.4,7.22,1.88,66.81,35.12,78.34,Healthy
436.8,256.2,62.2,58.6,8.11,1.96,5.66,9.63,43.14,Moderate
402.8,189.8,13.4,289.5,7.56,0.82,80.18,34.21,60.83,Moderate
1020.1,1.3,135.3,127.2,5.54,2.03,68.97,39.7,59.3,Moderate
824.0,117.6,8.8,278.4,6.64,2.69,49.11,42.67,61.67,Moderate
601.1,276.2,67.0,249.0,9.02,2.36,82.12,42.96,47.88,Moderate
1099.0,278.0,57.5,81.5,6.48,0.67,23.67,24.6,74.76,Healthy
1007.6,184.2,123.9,229.6,5.6,1.57,86.08,15.55,71.4,Healthy
401.7,124.4,103.8,115.5,5.06,2.33,29.65,22.7,54.17,Moderate
94.0,99.0,88.0,221.5,5.15,1.77,28.5,17.79,53.84,Moderate
43.3,178.8,35.4,232.4,4.95,1.98,60.85,5.22,52.25,Moderate
870.0,190.2,104.7,183.3,5.39,0.91,63.01,18.31,73.16,Healthy
32.4,123.5,114.1,83.9,8.7,0.13,95.01,26.0,43.45,Moderate
449.5,149.0,27.8,160.1,9.05,2.32,22.35,29.29,38.65,Poor
297.2,168.2,42.4,222.1,3.76,3.68,80.46,6.17,34.23,Poor
265.7,58.5,135.5,262.6,4.02,0.01,86.83,13.74,44.76,Moderate
973.0,197.8,117.4,94.3,3.78,2.95,18.13,19.44,45.26,Moderate
276.6,149.2,88.4,129.6,4.71,1.17,41.69,16.25,54.89,Moderate
512.4,193.7,139.7,286.2,5.86,1.73,8.47,13.74,66.19,Healthy
1028.5,38.2,68.0,246.7,6.92,1.9,15.37,28.79,62.07,Moderate
939.1,198.4,106.1,85.1,8.39,0.21,13.26,12.16,47.69,Moderate
587.1,12.6,112.6,33.1,8.74,1.31,41.43,44.07,39.36,Poor
314.8,246.7,66.6,190.2,4.71,0.79,26.95,38.38,51.54,Moderate
512.5,73.8,30.1,96.4,8.67,1.48,70.64,23.92,49.13,Moderate
708.1,239.4,3.2,242.6,5.56,3.03,64.64,12.34,60.99,Moderate
38.0,212.9,4.1,121.0,6.67,1.34,75.33,7.42,60.01,Moderate
102.2,236.9,97.9,204.1,4.22,0.64,21.96,40.32,45.36,Moderate
479.0,26.6,30.6,32.9,4.63,1.85,38.84,30.78,40.23,Moderate
625.1,83.3,94.1,210.0,9.3,3.64,28.11,21.45,40.82,Moderate
600.7,2.5,128.3,151.5,9.38,1.96,11.15,6.79,33.3,Poor
963.2,113.2,89.8,35.7,3.68,1.71,8.8,6.43,34.12,Poor
546.1,57.4,75.3,193.6,6.15,2.92,52.64,12.85,60.85,Moderate
12.8,71.2,117.8,105.4,4.78,3.72,35.56,16.39,40.41,Moderate
814.1,243.0,122.9,186.1,6.38,2.06,62.13,12.57,80.33,Healthy
1040.2,155.1,114.7,73.5,7.48,1.56,96.7,14.83,60.95,Moderate
1137.9,119.8,104.2,97.7,7.25,3.31,93.18,44.75,50.46,Moderate
1066.5,154.2,92.3,270.3,9.48,2.35,7.23,44.83,40.06,Moderate
1166.1,9.4,87.7,111.5,3.53,2.85,36.83,21.93,43.0,Moderate
750.0,15.1,104.1,47.7,8.5,2.6,88.6,29.28,42.07,Moderate
717.7,174.3,53.4,65.7,9.26,3.29,20.36,14.84,33.99,Poor
1019.6,111.9,37.1,1.0,4.97,1.76,64.77,9.69,50.56,Moderate
423.9,225.4,117.8,241.3,7.6,0.83,20.19,9.7,61.37,Moderate
1039.7,175.8,50.0,28.0,9.36,1.31,7.05,10.12,37.16,Poor
94.1,265.3,19.6,11.7,9.48,3.42,91.8,10.05,28.58,Poor
1090.3,84.3,122.4,234.5,3.7,0.95,95.0,41.38,47.7,Moderate
415.9,148.6,99.2,65.3,6.6,1.77,81.68,29.0,67.64,Healthy
1062.0,164.3,73.6,224.5,5.13,2.87,64.34,18.1,64.25,Moderate
631.5,29.4,120.1,160.7,6.42,3.44,22.46,25.61,59.96,Moderate
165.7,260.9,119.3,176.1,8.71,0.39,36.93,39.83,50.85,Moderate
438.2,130.8,58.6,158.4,6.66,2.9,36.3,18.54,61.48,Moderate
49.2,15.0,71.9,172.6,7.87,3.41,62.71,38.8,43.21,Moderate
314.2,140.5,54.3,202.6,5.53,3.3,75.89,25.5,57.28,Moderate
338.1,207.0,123.9,253.6,7.92,2.04,17.67,15.21,58.19,Moderate
488.7,81.3,33.2,99.7,6.16,3.4,60.4,19.44,58.36,Moderate
940.6,168.4,112.0,280.2,5.71,1.33,52.5,39.35,74.19,Healthy
609.3,199.3,93.0,134.0,8.16,1.2,76.39,23.08,64.73,Moderate
596.0,138.1,52.1,262.2,5.72,3.52,15.92,13.67,50.67,Moderate
536.9,238.4,103.1,243.7,4.99,2.38,62.26,5.68,61.94,Moderate
74.5,79.8,46.3,109.3,9.4,2.19,33.88,32.52,34.55,Poor
499.3,251.0,129.1,253.6,4.13,1.71,23.37,27.55,58.37,Moderate
945.7,184.5,68.4,46.2,5.68,0.88,88.85,42.21,56.48,Moderate
931.8,120.7,36.9,220.3,3.62,1.2,77.75,41.45,46.73,Moderate
1182.9,137.4,95.1,119.2,4.68,0.25,31.32,19.71,55.78,Moderate
135.8,175.7,38.7,148.9,9.07,3.28,10.2,16.32,30.2,Poor
437.4,155.6,110.6,106.0,7.23,1.34,82.26,41.95,60.08,Moderate
961.7,268.3,59.4,167.5,9.32,0.86,39.69,43.8,50.0,Moderate
789.6,195.8,120.5,124.4,6.55,2.24,77.76,19.24,75.26,Healthy
9.3,276.8,104.1,27.5,6.52,3.04,9.73,13.04,55.42,Moderate
568.4,103.8,46.1,141.5,5.43,0.63,63.19,28.16,61.79,Moderate
699.7,62.5,77.8,266.2,8.17,2.46,94.79,39.81,46.1,Moderate
801.9,117.7,73.3,286.7,8.8,3.93,55.81,30.85,50.65,Moderate
29.3,24.6,51.6,237.0,6.81,2.39,13.63,19.78,52.19,Moderate
245.5,12.2,56.8,14.5,7.17,0.76,68.04,14.49,52.55,Moderate
260.6,159.8,34.0,176.2,4.61,0.01,67.23,14.45,49.18,Moderate
672.6,125.3,23.7,196.5,9.21,2.24,62.19,26.13,50.39,Moderate
340.0,263.0,72.8,225.8,5.97,1.81,42.59,34.91,69.75,Healthy
327.6,236.1,18.9,2.4,4.9,2.05,13.62,16.76,41.65,Moderate
891.4,113.3,40.9,83.4,7.87,1.65,30.56,6.2,47.03,Moderate
555.7,156.5,107.3,229.5,8.07,2.4,45.37,14.58,59.08,Moderate
712.7,182.3,72.6,204.9,6.8,1.77,84.49,15.91,69.9,Healthy
679.8,87.1,73.7,199.1,5.34,3.8,40.71,29.39,52.74,Moderate
1179.3,159.3,98.4,74.8,8.36,1.32,45.66,17.44,60.77,Moderate
173.0,172.2,1.4,45.8,5.77,3.18,75.59,38.88,44.93,Moderate
1126.5,225.5,37.6,286.5,5.83,1.67,97.63,25.77,71.75,Healthy
1150.5,34.1,138.1,54.6,4.33,3.13,18.57,31.6,40.41,Moderate
779.9,272.9,90.4,79.9,6.86,0.55,89.01,14.06,68.51,Healthy
249.3,136.1,78.1,81.0,9.39,2.7,10.98,25.59,35.25,Poor
590.3,84.2,123.7,156.2,5.46,2.01,9.79,15.62,53.12,Moderate
395.6,163.6,96.1,274.0,5.45,3.1,66.62,31.07,63.82,Moderate
799.3,221.4,52.1,240.3,6.51,2.25,5.2,40.47,61.2,Moderate
404.8,237.9,18.4,118.7,7.99,2.61,29.29,15.22,47.83,Moderate
722.0,60.2,58.0,67.3,6.3,1.47,14.99,43.49,50.78,Moderate
426.2,247.2,111.9,53.3,3.87,0.6,96.2,25.4,49.45,Moderate
531.7,127.7,14.0,110.6,3.8,1.3,63.74,8.71,43.07,Moderate
1165.2,97.3,132.2,6.5,5.54,1.5,14.42,13.95,56.19,Moderate
1054.9,153.3,7.0,26.3,5.08,0.75,22.26,12.43,46.07,Moderate
675.2,243.0,66.6,127.0,7.76,0.82,84.44,31.86,61.66,Moderate
830.2,13.3,39.1,62.2,6.79,0.01,8.77,44.27,41.63,Moderate
960.5,172.4,10.8,247.0,3.76,1.45,16.8,8.26,41.87,Moderate
320.7,128.6,117.4,233.6,9.01,2.32,76.3,19.47,51.26,Moderate
718.3,93.5,18.6,5.7,4.58,2.47,44.92,43.3,35.46,Poor
962.1,60.4,126.5,151.1,4.66,1.25,85.66,30.1,57.6,Moderate
575.0,251.1,100.7,37.1,3.74,0.31,60.37,11.13,51.2,Moderate
1067.3,39.2,56.2,176.3,5.23,3.21,23.71,23.4,50.47,Moderate
339.0,125.2,135.3,46.5,5.2,0.33,16.74,16.28,49.83,Moderate
959.8,50.3,59.5,105.4,8.64,0.7,23.72,8.46,39.32,Poor
496.6,99.6,71.4,125.6,4.37,1.81,35.85,10.99,43.64,Moderate
548.3,38.9,7.6,72.6,7.27,1.89,10.34,23.19,46.44,Moderate
376.9,2.2,124.5,106.9,7.99,3.37,68.72,22.46,50.44,Moderate
584.9,119.4,0.4,138.7,3.96,0.28,21.54,32.91,34.48,Poor
109.6,107.3,121.7,179.6,8.36,3.89,38.94,36.83,42.43,Moderate
689.2,64.3,97.5,69.4,7.28,1.48,54.26,34.36,62.29,Moderate
841.0,271.1,121.9,125.6,6.34,0.22,46.14,16.87,78.04,Healthy
174.3,30.3,73.9,9.6,5.13,1.58,29.65,35.0,41.92,Moderate
940.9,175.9,95.8,221.8,6.94,0.57,8.21,7.75,61.43,Moderate
929.8,253.7,45.2,91.4,6.53,3.12,14.16,29.27,61.87,Moderate
228.4,109.6,51.1,74.3,9.38,0.81,27.14,17.63,37.84,Poor
850.4,103.1,42.4,139.6,8.72,0.01,81.23,40.99,40.22,Moderate
143.4,215.9,36.9,135.3,6.19,2.56,18.65,36.45,53.29,Moderate
12.9,270.7,37.7,18.4,8.41,1.36,70.11,29.9,52.29,Moderate
662.2,190.4,112.7,258.8,9.02,2.51,57.58,23.83,61.35,Moderate
